,Date,Open,High,Low,Close,Volume
0,2000-01-03,48.375,49.75,47.6875,49.375,416200
1,2000-01-04,49.4375,50.5,47.4375,47.5625,422900
2,2000-01-05,48.9375,49.375,47.75,47.8125,247500
3,2000-01-06,47.0,47.3125,46.3125,46.875,397300
4,2000-01-07,48.0,49.0,47.0,48.3125,286100
5,2000-01-10,48.875,49.6875,48.3125,48.3125,306700
6,2000-01-11,47.5625,48.1875,46.75,47.375,302700
7,2000-01-12,47.1875,48.0,46.75,47.75,281800
8,2000-01-13,47.125,49.1875,46.625,48.9375,497400
9,2000-01-14,48.6875,48.6875,47.3125,48.1875,325700
10,2000-01-18,50.0,50.8125,49.375,50.75,795200
11,2000-01-19,52.0,54.0,51.5,51.9375,1444400
12,2000-01-20,52.5,52.625,48.625,49.0,588000
13,2000-01-21,50.9375,51.0,49.375,49.625,597800
14,2000-01-24,49.125,49.5,46.75,46.875,660700
15,2000-01-25,48.0,49.4375,47.75,48.0,1033200
16,2000-01-26,48.375,48.875,47.875,48.25,645300
17,2000-01-27,48.25,49.75,48.25,48.75,567900
18,2000-01-28,49.0,49.9375,48.5,48.5,703900
19,2000-01-31,48.5,49.6875,47.5625,49.4375,571300
20,2000-02-01,49.4375,49.75,48.125,49.4375,338500
21,2000-02-02,49.3125,49.875,48.375,48.5,387800
22,2000-02-03,49.0,49.0,48.0625,48.5,540900
23,2000-02-04,48.6875,49.0,47.5,47.6875,739800
24,2000-02-07,47.6875,47.875,46.125,46.3125,408400
25,2000-02-08,47.0,47.375,45.625,46.0,501300
26,2000-02-09,45.9375,45.9375,43.6875,44.0625,594500
27,2000-02-10,44.375,45.25,44.375,45.1875,581100
28,2000-02-11,45.1875,45.25,43.75,44.375,388700
29,2000-02-14,44.0,44.4375,43.25,43.75,270100
30,2000-02-15,43.625,46.0,43.375,45.8125,439500
31,2000-02-16,45.5625,46.6875,45.4375,46.5625,346600
32,2000-02-17,46.0625,47.25,45.8125,47.0625,370300
33,2000-02-18,48.375,48.9375,48.0,48.5625,604700
34,2000-02-22,48.1875,51.25,48.1875,51.125,682700
35,2000-02-23,50.875,50.875,49.0,49.25,988900
36,2000-02-24,49.0,49.1875,46.6875,47.625,577800
37,2000-02-25,48.125,48.375,46.0,46.375,614900
38,2000-02-28,46.375,46.4375,44.125,45.0,403500
39,2000-02-29,44.75,46.75,44.4375,45.25,468200
40,2000-03-01,45.25,45.5,44.375,45.0,667000
41,2000-03-02,44.875,46.5,44.375,45.625,1529400
42,2000-03-03,45.75,47.1875,45.1875,46.8125,282200
43,2000-03-06,45.875,46.875,44.8125,45.5625,540400
44,2000-03-07,45.0625,45.0625,36.8125,40.0,1434500
45,2000-03-08,40.0,40.5,38.875,39.0625,961800
46,2000-03-09,39.0,39.5,38.625,39.4375,562400
47,2000-03-10,39.375,40.1875,39.0,39.25,503600
48,2000-03-13,38.5,39.125,37.8125,38.5,516700
49,2000-03-14,38.5,38.9375,37.625,38.375,1218600
50,2000-03-15,38.0,41.375,38.0,40.375,508400
51,2000-03-16,40.125,43.0,40.0,42.75,499400
52,2000-03-17,41.5,41.9375,40.5625,40.5625,564100
53,2000-03-20,40.9375,42.4375,40.75,41.5625,235300
54,2000-03-21,41.0625,42.875,40.1875,42.0625,487100
55,2000-03-22,41.5625,41.5625,39.6875,39.9375,320900
56,2000-03-23,39.875,41.625,39.125,41.25,415000
57,2000-03-24,40.5,42.125,40.5,41.4375,238200
58,2000-03-27,41.5625,42.625,41.375,41.4375,322500
59,2000-03-28,40.4375,41.625,40.375,40.8125,325700
60,2000-03-29,40.5625,40.875,39.0625,39.25,522200
61,2000-03-30,39.25,40.0,38.625,39.8125,406800
62,2000-03-31,39.6875,43.5625,39.625,41.8125,630200
63,2000-04-03,42.4375,42.9375,40.8125,41.4375,417400
64,2000-04-04,40.4375,42.5,40.25,41.875,679200
65,2000-04-05,42.1875,43.125,41.1875,42.5,384700
66,2000-04-06,42.75,44.6875,42.5,43.3125,512300
67,2000-04-07,43.0625,44.1875,42.6875,43.75,448100
68,2000-04-10,43.5,44.125,42.875,43.5,419700
69,2000-04-11,44.5,44.9375,43.9375,44.625,335600
70,2000-04-12,44.5625,45.9375,43.6875,43.75,942400
71,2000-04-13,43.9375,46.75,43.5,43.5625,1164300
72,2000-04-14,43.4375,43.4375,41.0,41.0625,417900
73,2000-04-17,40.5,40.8125,38.0,39.1875,813700
74,2000-04-18,38.125,38.9375,38.0625,38.5625,643100
75,2000-04-19,38.3125,38.9375,37.9375,38.25,1259600
76,2000-04-20,38.875,40.0,38.3125,39.5,847500
77,2000-04-24,39.75,40.625,39.125,39.125,648400
78,2000-04-25,39.25,40.1875,39.25,39.5625,650800
79,2000-04-26,39.8125,40.0625,38.9375,38.9375,749100
80,2000-04-27,38.25,40.0,38.0,39.5625,984800
81,2000-04-28,39.3125,40.0625,39.25,39.375,584000
82,2000-05-01,39.375,39.9375,37.875,38.75,1672900
83,2000-05-02,38.9375,39.8125,38.4375,39.1875,2193500
84,2000-05-03,39.1875,39.8125,38.25,38.8125,519900
85,2000-05-04,38.9375,41.0,38.5625,39.0625,927700
86,2000-05-05,38.875,40.875,38.8125,40.25,658400
87,2000-05-08,39.75,40.75,39.5,40.1875,872400
88,2000-05-09,39.9375,40.25,38.3125,39.125,417400
89,2000-05-10,39.125,39.125,37.6875,37.875,439000
90,2000-05-11,37.9375,38.5,37.75,38.25,828800
91,2000-05-12,38.125,38.25,37.875,38.0,449100
92,2000-05-15,37.75,37.875,36.8125,37.875,464100
93,2000-05-16,37.625,38.375,37.5625,38.0625,708800
94,2000-05-17,38.6875,41.4375,38.6875,40.625,1566800
95,2000-05-18,41.0,41.6875,40.0,40.4375,571100
96,2000-05-19,40.5625,40.75,39.625,39.9375,608600
97,2000-05-22,40.1875,41.625,40.0,41.4375,743600
98,2000-05-23,41.1875,41.9375,40.1875,40.25,501500
99,2000-05-24,40.5,41.875,40.4375,41.0625,535300
100,2000-05-25,41.375,42.6875,40.375,40.6875,822200
